	genre
2329	pop
2330	rock
2331	pop
2332	rock
2333	rock
2334	jazz
2335	jazz
2336	techno
2337	hip hop
2338	edm
2339	rock
2340	metal
2341	rock
2342	pop
2343	jazz
2344	rock
2345	hip hop
2346	rock
2347	hip hop
2348	rock
2349	hip hop
2350	dance
2351	pop
2352	pop
2353	techno
2354	rock
2355	rock
2356	rock
2357	hip hop
2358	hip hop
2359	rock
2360	pop
2361	pop
2362	hip hop
2363	edm
2364	rock
2365	edm
2366	hip hop
2367	rock
2368	hip hop
2369	electro
2370	techno
2371	pop
2372	dance
2373	pop
2374	rock
2375	rock
2376	techno
2377	pop
2378	pop
2379	rock
2380	edm
2381	pop
2382	pop
2383	rock
2384	jazz
2385	punk
2386	pop
2387	hip hop
2388	country
2389	metal
2390	pop
2391	jazz
2392	hip hop
2393	pop
2394	techno
2395	pop
2396	rock
2397	pop
2398	rock
2399	hip hop
2400	rap
2401	edm
2402	punk
2403	hip hop
2404	rap
2405	rock
2406	pop
2407	rock
2408	hip hop
2409	rock
2410	techno
2411	hip hop
2412	pop
2413	country
2414	rock
2415	pop
2416	edm
2417	edm
2418	hip hop
2419	edm
2420	hip hop
2421	country
2422	edm
2423	rap
2424	disco
2425	disco
2426	rock
2427	rock
2428	hip hop
2429	pop
2430	disco
2431	rock
2432	folk
2433	pop
2434	edm
2435	pop
2436	rock
2437	rock
2438	classical
2439	edm
2440	country
2441	country
2442	jazz
2443	pop
2444	chanson
2445	metal
2446	rock
2447	pop
2448	pop
2449	pop
2450	edm
2451	hip hop
2452	electro
2453	edm
2454	pop
2455	pop
2456	metal
2457	edm
2458	electro
2459	edm
2460	rock
2461	pop
2462	pop
2463	pop
2464	pop
2465	hip hop
2466	edm
2467	hip hop
2468	pop
2469	pop
2470	edm
2471	rap
2472	rock
2473	rock
2474	hip hop
2475	classical
2476	rock
2477	techno
2478	classical
2479	pop
2480	pop
2481	classical
2482	country
2483	country
2484	punk
2485	dance
2486	punk
2487	dance
2488	hip hop
2489	jazz
2490	hip hop
2491	rock
2492	pop
2493	jazz
2494	pop
2495	dance
2496	pop
2497	rock
2498	reggae
2499	rock
2500	pop
2501	pop
2502	pop
2503	hip hop
2504	electro
2505	rock
2506	pop
2507	rock
2508	techno
2509	metal
2510	rock
2511	pop
2512	rock
2513	rock
2514	pop
2515	pop
2516	rock
2517	rock
2518	country
2519	edm
2520	rock
2521	edm
2522	rock
2523	pop
2524	electro
2525	hip hop
2526	dance
2527	rock
2528	jazz
2529	pop
2530	rock
2531	pop
2532	hip hop
2533	rock
2534	rock
2535	country
2536	country
2537	pop
2538	rock
2539	hip hop
2540	jazz
2541	rock
2542	country
2543	pop
2544	rap
2545	techno
2546	hip hop
2547	hip hop
2548	techno
2549	pop
2550	hip hop
2551	rock
2552	jazz
2553	rock
2554	rock
2555	pop
2556	hip hop
2557	hip hop
2558	rock
2559	rock
2560	rock
2561	pop
2562	rock
2563	rock
2564	classical
2565	dance
2566	hip hop
2567	techno
2568	hip hop
2569	rock
2570	hip hop
2571	metal
2572	pop
2573	rock
2574	hip hop
2575	pop
2576	hip hop
2577	rock
2578	rock
2579	rock
2580	country
2581	rock
2582	rock
2583	classical
2584	pop
2585	rock
2586	hip hop
2587	rock
2588	country
2589	hip hop
2590	dance
2591	hip hop
2592	edm
2593	pop
2594	hip hop
2595	hip hop
2596	rock
2597	hip hop
2598	edm
2599	pop
2600	pop
2601	rock
2602	rock
2603	pop
2604	hip hop
2605	jazz
2606	electro
2607	hip hop
2608	edm
2609	jazz
2610	techno
2611	hip hop
2612	rock
2613	hip hop
2614	rock
2615	country
2616	pop
2617	rock
2618	pop
2619	hip hop
2620	pop
2621	hip hop
2622	hip hop
2623	rock
2624	rock
2625	pop
2626	rock
2627	pop
2628	hip hop
2629	folk
2630	pop
2631	country
2632	hip hop
2633	pop
2634	jazz
2635	disco
2636	pop
2637	jazz
2638	punk
2639	hip hop
2640	pop
2641	rock
2642	rock
2643	rock
2644	rock
2645	electro
2646	hip hop
2647	hip hop
2648	hip hop
2649	rock
2650	country
2651	pop
2652	folk
2653	pop
2654	rock
2655	rock
2656	pop
2657	hip hop
2658	jazz
2659	rock
2660	rock
2661	pop
2662	rock
2663	hip hop
2664	disco
2665	techno
2666	hip hop
2667	jazz
2668	hip hop
2669	country
2670	hip hop
2671	jazz
2672	jazz
2673	pop
2674	edm
2675	pop
2676	hip hop
2677	country
2678	pop
2679	pop
2680	jazz
2681	rock
2682	rock
2683	techno
2684	rap
2685	pop
2686	folk
2687	edm
2688	pop
2689	classical
2690	rock
2691	rock
2692	jazz
2693	edm
2694	country
2695	hip hop
2696	pop
2697	hip hop
2698	electro
2699	rock
2700	hip hop
2701	jazz
2702	rock
2703	rock
2704	pop
2705	hip hop
2706	jazz
2707	pop
2708	metal
2709	classical
2710	hip hop
2711	pop
2712	country
2713	techno
2714	latin
2715	rock
2716	hip hop
2717	edm
2718	rock
2719	edm
2720	hip hop
2721	pop
2722	hip hop
2723	edm
2724	punk
2725	rock
2726	hip hop
2727	rock
2728	pop
2729	electro
2730	hip hop
2731	pop
2732	country
2733	hip hop
2734	rock
2735	techno
2736	country
2737	techno
2738	blues
2739	latin
2740	rock
2741	pop
2742	rock
2743	country
2744	disco
2745	hip hop
2746	techno
2747	rock
2748	edm
2749	rock
2750	rock
2751	techno
2752	jazz
2753	country
2754	pop
2755	pop
2756	rock
2757	metal
2758	rock
2759	dance
2760	techno
2761	edm
2762	jazz
2763	pop
2764	hip hop
2765	rock
2766	hip hop
2767	jazz
2768	pop
2769	edm
2770	pop
2771	hip hop
2772	pop
2773	rock
2774	edm
2775	metal
2776	metal
2777	dance
2778	hip hop
2779	punk
2780	hip hop
2781	rock
2782	disco
2783	rock
2784	electro
2785	edm
2786	pop
2787	dance
2788	hip hop
2789	pop
2790	rock
2791	pop
2792	latin
2793	country
2794	rock
2795	hip hop
2796	pop
2797	rock
2798	pop
2799	hip hop
2800	r&b
2801	disco
2802	jazz
2803	country
2804	electro
2805	chanson
2806	salsa
2807	disco
2808	country
2809	hip hop
2810	country
2811	edm
2812	rock
2813	pop
2814	techno
2815	hip hop
2816	pop
2817	pop
2818	rock
2819	hip hop
2820	rock
2821	country
2822	edm
2823	edm
2824	hip hop
2825	rock
2826	dance
2827	hip hop
2828	rock
2829	pop
2830	rock
2831	rock
2832	rock
