	genre
2424	rock
2425	punk
2426	rock
2427	rock
2428	pop
2429	rock
2430	rock
2431	rock
2432	rock
2433	rock
2434	dance
2435	rock
2436	rock
2437	rock
2438	pop
2439	dance
2440	pop
2441	rock
2442	blues
2443	pop
2444	rock
2445	rock
2446	rock
2447	rock
2448	pop
2449	pop
2450	dance
2451	pop
2452	pop
2453	pop
2454	rock
2455	pop
2456	rock
2457	dance
2458	pop
2459	dance
2460	pop
2461	rock
2462	rock
2463	rock
2464	pop
2465	pop
2466	dance
2467	pop
2468	rock
2469	rock
2470	dance
2471	classical
2472	rock
2473	rock
2474	pop
2475	rap
2476	rock
2477	rock
2478	rap
2479	pop
2480	rock
2481	rap
2482	hip hop
2483	pop
2484	pop
2485	rock
2486	pop
2487	pop
2488	pop
2489	hip hop
2490	pop
2491	rock
2492	hip hop
2493	hip hop
2494	dance
2495	rock
2496	pop
2497	rock
2498	r&b
2499	rock
2500	pop
2501	pop
2502	pop
2503	pop
2504	pop
2505	rock
2506	pop
2507	rock
2508	rock
2509	rock
2510	rock
2511	pop
2512	rock
2513	rock
2514	rock
2515	rock
2516	rock
2517	punk
2518	pop
2519	dance
2520	rock
2521	rock
2522	rock
2523	pop
2524	pop
2525	pop
2526	rock
2527	rock
2528	hip hop
2529	rock
2530	rock
2531	pop
2532	pop
2533	pop
2534	rock
2535	hip hop
2536	pop
2537	pop
2538	rock
2539	pop
2540	hip hop
2541	rock
2542	pop
2543	pop
2544	classical
2545	rock
2546	pop
2547	pop
2548	rock
2549	pop
2550	pop
2551	rock
2552	rock
2553	rock
2554	pop
2555	pop
2556	pop
2557	pop
2558	rock
2559	rock
2560	rock
2561	dance
2562	rock
2563	rock
2564	rap
2565	rock
2566	pop
2567	rock
2568	pop
2569	rock
2570	pop
2571	rock
2572	pop
2573	rock
2574	pop
2575	pop
2576	pop
2577	rock
2578	rock
2579	rock
2580	pop
2581	rock
2582	hip hop
2583	rap
2584	pop
2585	rock
2586	pop
2587	rock
2588	pop
2589	pop
2590	rock
2591	pop
2592	dance
2593	pop
2594	pop
2595	pop
2596	rock
2597	pop
2598	dance
2599	pop
2600	pop
2601	rock
2602	rock
2603	pop
2604	country
2605	hip hop
2606	pop
2607	rock
2608	dance
2609	hip hop
2610	rock
2611	pop
2612	rock
2613	pop
2614	rock
2615	pop
2616	dance
2617	rock
2618	rock
2619	pop
2620	pop
2621	pop
2622	pop
2623	rock
2624	rock
2625	rock
2626	rock
2627	pop
2628	pop
2629	hip hop
2630	pop
2631	pop
2632	classical
2633	rock
2634	hip hop
2635	punk
2636	rock
2637	hip hop
2638	rock
2639	pop
2640	pop
2641	rock
2642	rock
2643	rock
2644	rock
2645	rock
2646	pop
2647	pop
2648	pop
2649	pop
2650	pop
2651	pop
2652	hip hop
2653	pop
2654	rock
2655	rock
2656	pop
2657	pop
2658	hip hop
2659	rock
2660	rock
2661	pop
2662	rock
2663	pop
2664	punk
2665	rock
2666	pop
2667	hip hop
2668	pop
2669	hip hop
2670	pop
2671	hip hop
2672	hip hop
2673	pop
2674	rock
2675	rock
2676	pop
2677	pop
2678	pop
2679	pop
2680	hip hop
2681	rock
2682	rock
2683	rock
2684	pop
2685	pop
2686	pop
2687	dance
2688	rock
2689	rap
2690	rock
2691	rock
2692	rock
2693	pop
2694	rock
2695	pop
2696	pop
2697	pop
2698	pop
2699	rock
2700	pop
2701	hip hop
2702	rock
2703	rock
2704	pop
2705	pop
2706	hip hop
2707	pop
2708	rock
2709	rap
2710	pop
2711	hip hop
2712	rock
2713	rock
2714	pop
2715	rock
2716	pop
2717	dance
2718	rock
2719	dance
2720	pop
2721	pop
2722	r&b
2723	dance
2724	pop
2725	rock
2726	pop
2727	rock
2728	hip hop
2729	pop
2730	pop
2731	pop
2732	rock
2733	pop
2734	rock
2735	rock
2736	pop
2737	rock
2738	edm
2739	pop
2740	rock
2741	pop
2742	pop
2743	hip hop
2744	punk
2745	pop
2746	rock
2747	rock
2748	rock
2749	rock
2750	rock
2751	rock
2752	rap
2753	rock
2754	pop
2755	pop
2756	rock
2757	rock
2758	rock
2759	rock
2760	dance
2761	punk
2762	hip hop
2763	pop
2764	pop
2765	rock
2766	pop
2767	hip hop
2768	rock
2769	dance
2770	rock
2771	pop
2772	country
2773	rock
2774	dance
2775	rock
2776	rock
2777	rock
2778	classical
2779	rock
2780	pop
2781	rock
2782	rock
2783	rock
2784	pop
2785	dance
2786	pop
2787	rock
2788	pop
2789	rock
2790	rock
2791	pop
2792	pop
2793	hip hop
2794	rock
2795	pop
2796	rock
2797	rock
2798	hip hop
2799	pop
2800	country
2801	rock
2802	hip hop
2803	rock
2804	pop
2805	rock
2806	hip hop
2807	punk
2808	pop
2809	pop
2810	pop
2811	pop
2812	rock
2813	pop
2814	dance
2815	classical
2816	rock
2817	rock
2818	rock
2819	pop
2820	rock
2821	pop
2822	dance
2823	dance
2824	country
2825	rock
2826	rock
2827	pop
2828	hip hop
2829	rock
2830	rock
2831	rock
2832	rock
